,Unnamed: 0,score,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline,paradigm,evaluation,pipeline_category
1423,1007,0.64444447,6.7869763,90.0,0.0043929876,40,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1424,1008,0.51111114,0.4442413,90.0,0.00025557014,40,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1425,1009,0.47777778,5.731412,90.0,0.001666966,40,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1426,1010,0.45555556,1255.2202,90.0,2.584176,40,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1427,1011,0.5222222,11.376968,90.0,0.006089276,40,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1428,1012,0.45555556,1.713969,90.0,0.0012737712,40,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1429,1013,0.5222222,10.217638,90.0,0.005220311,40,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1430,1014,0.56666666,87.85744,90.0,0.05435957,41,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1431,1015,0.6666667,18.937168,90.0,0.013925781,41,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1432,1016,0.6111111,9.227357,90.0,0.0027902373,41,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1433,1017,0.3888889,10.566884,90.0,0.0019431234,41,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1434,1018,0.45555556,1011.1035,90.0,1.641668,41,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1435,1019,0.51111114,8.42476,90.0,0.005853838,41,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1436,1020,0.5,2.3058655,90.0,0.0016524922,41,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1437,1021,0.47777778,9.105773,90.0,0.0065684025,41,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1438,1022,0.9222222,37.896107,90.0,0.021717273,42,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1439,1023,0.87777776,7.498428,90.0,0.005642123,42,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1440,1024,0.87777776,0.4674917,90.0,0.00024674291,42,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1441,1025,0.6888889,7.6349764,90.0,0.0014495305,42,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1442,1026,0.9111111,978.3787,90.0,1.4899424,42,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1443,1027,0.8888889,6.2485805,90.0,0.003041169,42,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1444,1028,0.9,6.21407,90.0,0.0028924725,42,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1445,1029,0.8888889,10.767077,90.0,0.0075929165,42,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1446,1030,0.6111111,19.269625,90.0,0.010247636,43,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1447,1031,0.6666667,41.34231,90.0,0.018129397,43,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1448,1032,0.62222224,0.9029514,90.0,0.0006860242,43,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1449,1033,0.37777779,0.9867996,90.0,0.00078112795,43,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1450,1034,0.5222222,1423.7942,90.0,4.6620355,43,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1451,1035,0.56666666,8.078991,90.0,0.0076747546,43,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1452,1036,0.5555556,1.6706736,90.0,0.0017083936,43,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1453,1037,0.5888889,8.008201,90.0,0.0067947586,43,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1454,1038,0.5888889,24.568085,90.0,0.016162435,44,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1455,1039,0.6111111,5.869977,90.0,0.0055312747,44,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1456,1040,0.6,1.330243,90.0,0.00064270484,44,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1457,1041,0.51111114,0.5819087,90.0,0.00038348415,44,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1458,1042,0.53333336,1115.4299,90.0,2.184904,44,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1459,1043,0.47777778,6.805964,90.0,0.0048756134,44,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1460,1044,0.53333336,4.1726217,90.0,0.0022640154,44,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1461,1045,0.45555556,12.124052,90.0,0.0069798897,44,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1462,1046,0.53333336,500.0505,90.0,0.15458658,45,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1463,1047,0.5555556,4.927258,90.0,0.0034457531,45,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1464,1048,0.5222222,0.5650178,90.0,0.000309071,45,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1465,1049,0.37777779,3.3349938,90.0,0.00069918187,45,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1466,1050,0.41111112,838.9081,90.0,1.2314693,45,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1467,1051,0.36666667,14.452908,90.0,0.0052208765,45,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1468,1052,0.5555556,3.9972885,90.0,0.0020756852,45,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1469,1053,0.4,17.506117,90.0,0.0071125147,45,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1470,1054,0.53333336,11.929541,90.0,0.010269119,46,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1471,1055,0.56666666,5.5773168,90.0,0.005836041,46,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1472,1056,0.5555556,0.6602648,90.0,0.00033648522,46,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1473,1057,0.43333334,8.090172,90.0,0.0023155643,46,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1474,1058,0.42222223,1283.5621,90.0,2.1314173,46,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1475,1059,0.36666667,12.371819,90.0,0.0067350273,46,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1476,1060,0.54444444,2.8841522,90.0,0.0017062644,46,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1477,1061,0.43333334,14.431699,90.0,0.0068055266,46,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1478,1062,0.43333334,40.854206,90.0,0.02156942,47,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1479,1063,0.47777778,3.8495622,90.0,0.0035934485,47,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1480,1064,0.44444445,5.3738456,90.0,0.0009749232,47,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1481,1065,0.43333334,1.93381,90.0,0.00049812713,47,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1482,1066,0.44444445,1255.9836,90.0,1.9700704,47,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1483,1067,0.37777779,13.225853,90.0,0.005578401,47,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1484,1068,0.37777779,2.8691263,90.0,0.0013185927,47,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1485,1069,0.5222222,10.589943,90.0,0.005251485,47,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1486,1070,0.82222223,6.262489,90.0,0.0068439976,48,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1487,1071,0.8333333,6.4652104,90.0,0.006697003,48,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1488,1072,0.8,2.4288867,90.0,0.0009869174,48,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1489,1073,0.5222222,5.4470577,90.0,0.0011301533,48,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1490,1074,0.6888889,1286.3306,90.0,1.9189147,48,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1491,1075,0.64444447,8.027838,90.0,0.004263217,48,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1492,1076,0.7,3.7970397,90.0,0.002017779,48,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1493,1077,0.64444447,9.527602,90.0,0.004797072,48,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1494,1078,0.67777777,219.66423,90.0,0.11804994,49,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1495,1079,0.6333333,6.660508,90.0,0.007135312,49,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1496,1080,0.6333333,1.9017807,90.0,0.0013542981,49,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1497,1081,0.36666667,0.7260945,90.0,0.0006052786,49,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1498,1082,0.3888889,925.38385,90.0,1.3451095,49,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1499,1083,0.33333334,16.190039,90.0,0.012723624,49,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1500,1084,0.6666667,1.794641,90.0,0.0019307199,49,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1501,1085,0.33333334,11.081134,90.0,0.008695704,49,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1502,1086,0.4888889,5.5662355,90.0,0.006046659,5,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1503,1087,0.47777778,5.322043,90.0,0.006125973,5,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1504,1088,0.4888889,0.33771667,90.0,0.00030487153,5,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1505,1089,0.3888889,0.4153799,90.0,0.00040025896,5,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1506,1090,0.45555556,1388.5269,90.0,3.1090763,5,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1507,1091,0.41111112,9.63364,90.0,0.004436693,5,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1508,1092,0.46666667,2.147205,90.0,0.0016454103,5,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1509,1093,0.43333334,11.705411,90.0,0.005777196,5,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1510,1094,0.6,15.840102,90.0,0.0050324313,50,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1511,1095,0.56666666,15.489369,90.0,0.005659799,50,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1512,1096,0.5777778,0.49975348,90.0,0.00044178497,50,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1513,1097,0.45555556,3.39942,90.0,0.0022224847,50,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1514,1098,0.46666667,1316.6405,90.0,1.6922253,50,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1515,1099,0.45555556,13.977766,90.0,0.012465007,50,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1516,1100,0.56666666,3.1575272,90.0,0.0026478465,50,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1517,1101,0.51111114,7.4187646,90.0,0.0062956032,50,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1518,1102,0.42222223,5.9400835,90.0,0.0040487987,51,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1519,1103,0.47777778,4.214046,90.0,0.0035293757,51,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1520,1104,0.4888889,4.1059217,90.0,0.0008516758,51,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1521,1105,0.33333334,4.9413238,90.0,0.0011173829,51,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1522,1106,0.37777779,1367.5646,90.0,2.1416063,51,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1523,1107,0.33333334,8.818612,90.0,0.00534808,51,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1524,1108,0.41111112,3.499624,90.0,0.001645336,51,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1525,1109,0.35555556,9.016374,90.0,0.004984956,51,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1526,1110,0.6111111,4.908676,90.0,0.0044210847,52,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1527,1111,0.65555555,10.997793,90.0,0.008286875,52,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1528,1112,0.6666667,0.6566037,90.0,0.000546982,52,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1529,1113,0.54444444,1.9409424,90.0,0.0005803086,52,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1530,1114,0.5777778,1389.3014,90.0,2.3029752,52,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1531,1115,0.5777778,7.5241437,90.0,0.0044870754,52,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1532,1116,0.53333336,8.069498,90.0,0.002801651,52,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1533,1117,0.56666666,15.555814,90.0,0.0072458577,52,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1534,1118,0.7111111,15.129201,90.0,0.008688812,53,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1535,1119,0.76666665,3.7450454,90.0,0.0039995927,53,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1536,1120,0.67777777,6.016059,90.0,0.00165895,53,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1537,1121,0.35555556,7.299548,90.0,0.0015144295,53,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1538,1122,0.51111114,1378.0004,90.0,2.161836,53,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1539,1123,0.5777778,7.5812287,90.0,0.0046046097,53,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1540,1124,0.6666667,1.7043203,90.0,0.0013079066,53,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1541,1125,0.56666666,17.761879,90.0,0.007475033,53,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1542,1126,0.67777777,45.66557,90.0,0.0120323505,54,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1543,1127,0.6666667,36.62685,90.0,0.009547289,54,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1544,1128,0.6888889,8.088637,90.0,0.0016551784,54,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1545,1129,0.51111114,0.7833883,90.0,0.00035610958,54,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1546,1130,0.5,1276.8508,90.0,1.6212548,54,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1547,1131,0.6,10.407,90.0,0.0047479738,54,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1548,1132,0.7222222,1.7140727,90.0,0.0013753946,54,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1549,1133,0.5888889,9.18975,90.0,0.0052473047,54,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1550,1134,0.9111111,81.42735,90.0,0.043222796,55,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1551,1135,0.8888889,7.004952,90.0,0.005289792,55,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1552,1136,0.9111111,4.4477572,90.0,0.0010960998,55,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1553,1137,0.7777778,1.2877233,90.0,0.0005828448,55,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1554,1138,0.7777778,1143.5219,90.0,1.6941949,55,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1555,1139,0.7,13.416263,90.0,0.0074194344,55,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1556,1140,0.8666667,3.8066602,90.0,0.0018461021,55,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1557,1141,0.7111111,9.601387,90.0,0.0047239037,55,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1558,1142,0.8666667,101.90317,90.0,0.06298776,56,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1559,1143,0.84444445,22.213821,90.0,0.015422332,56,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1560,1144,0.84444445,0.5080558,90.0,0.00029225627,56,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1561,1145,0.62222224,0.53790814,90.0,0.00031006787,56,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1562,1146,0.76666665,1112.8494,90.0,2.432031,56,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1563,1147,0.6666667,6.6470437,90.0,0.0046797018,56,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1564,1148,0.75555557,1.902664,90.0,0.0013237734,56,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1565,1149,0.6888889,6.2685914,90.0,0.0033070866,56,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1566,1150,0.54444444,9.215054,90.0,0.0069454997,57,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1567,1151,0.5,5.502207,90.0,0.004845066,57,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1568,1152,0.6,8.883438,90.0,0.0029113672,57,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1569,1153,0.3,2.7844794,90.0,0.0007047532,57,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1570,1154,0.3888889,1414.6713,90.0,1.6003246,57,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1571,1155,0.33333334,7.9017544,90.0,0.0065170377,57,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1572,1156,0.51111114,5.7417774,90.0,0.0029004926,57,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1573,1157,0.37777779,6.4972415,90.0,0.003666514,57,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1574,1158,0.65555555,9.826611,90.0,0.008326019,58,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1575,1159,0.65555555,8.191873,90.0,0.008072843,58,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1576,1160,0.65555555,1.1399211,90.0,0.00082884333,58,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1577,1161,0.43333334,0.49568343,90.0,0.00044548218,58,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1578,1162,0.42222223,1194.8562,90.0,2.2716284,58,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1579,1163,0.37777779,4.9024644,90.0,0.0042807925,58,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1580,1164,0.6111111,3.635918,90.0,0.0029093793,58,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1581,1165,0.4,9.4831295,90.0,0.006812643,58,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1582,1166,0.4,10.83431,90.0,0.008681002,59,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1583,1167,0.41111112,5.1229706,90.0,0.006202075,59,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1584,1168,0.4,9.531828,90.0,0.0023682993,59,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1585,1169,0.35555556,0.94887173,90.0,0.00048985076,59,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1586,1170,0.3,1316.248,90.0,2.1504695,59,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1587,1171,0.33333334,11.001718,90.0,0.004635697,59,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1588,1172,0.34444445,1.8491664,90.0,0.0013004923,59,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1589,1173,0.2888889,8.69732,90.0,0.005470366,59,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1590,1174,0.51111114,3.7239888,90.0,0.004197882,6,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1591,1175,0.5555556,107.681915,90.0,0.07379502,6,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1592,1176,0.46666667,0.7144236,90.0,0.00043847066,6,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1593,1177,0.33333334,0.41854638,90.0,0.00038809841,6,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1594,1178,0.25555557,976.45416,90.0,1.650702,6,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1595,1179,0.42222223,9.100928,90.0,0.0038954043,6,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1596,1180,0.45555556,1.7234979,90.0,0.0013089303,6,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1597,1181,0.4,6.8478622,90.0,0.0034933097,6,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1598,1182,0.75555557,11.026648,90.0,0.0051111015,60,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1599,1183,0.75555557,6.7842045,90.0,0.0043384256,60,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
1600,1184,0.75555557,0.4877645,90.0,0.00042894794,60,session_0,64,1,PhysionetMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
1601,1185,0.53333336,9.083187,90.0,0.006025611,60,session_0,64,1,PhysionetMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
1602,1186,0.67777777,1163.4839,90.0,2.282883,60,session_0,64,1,PhysionetMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
1603,1187,0.6888889,8.289051,90.0,0.0076572583,60,session_0,64,1,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
1604,1188,0.6888889,3.4628773,90.0,0.002972853,60,session_0,64,1,PhysionetMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
1605,1189,0.67777777,8.798192,90.0,0.006947544,60,session_0,64,1,PhysionetMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
1606,1190,0.54444444,4.058963,90.0,0.0034521213,61,session_0,64,1,PhysionetMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
1607,1191,0.56666666,5.2556376,90.0,0.004995372,61,session_0,64,1,PhysionetMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
