,score,time,session,dataset,pipeline,paradigm
168,0.21269473548280193,37.7887083,session_0,GrosseWentrup2009,CSP + SVM,LeftRightImagery
169,0.1862551040050213,117.8105055,session_0,GrosseWentrup2009,FBCSP + SVM,FilterBankMotorImagery
170,0.15115845456352361,1106.101251111111,session_0,GrosseWentrup2009,ACM + TS + SVM,LeftRightImagery
171,0.10722595784447576,18.00412159259259,session_1,Lee2019-MI,EEGTCNet,LeftRightImagery
172,0.16418956306668048,14.719311870370369,session_1,Lee2019-MI,"EEGNet-8,2",LeftRightImagery
173,0.15784114098913413,19.90580446296296,session_1,Lee2019-MI,DeepConvNet,LeftRightImagery
174,0.09100098734748288,40.15439057407407,session_1,Lee2019-MI,EEGNeX,LeftRightImagery
175,0.10065844269135109,18.455944944444443,session_1,Lee2019-MI,EEGITNet,LeftRightImagery
176,0.18329363206493443,4.856669466111112,session_1,Lee2019-MI,DLCSPauto + shLDA,LeftRightImagery
177,0.13413166350644748,3.3846658574074064,session_1,Lee2019-MI,MDM,LeftRightImagery
178,0.18167028727467693,8.25451305,session_1,Lee2019-MI,CSP + SVM,LeftRightImagery
179,0.1538962693777697,5.5435269388888875,session_1,Lee2019-MI,TS + SVM,LeftRightImagery
180,0.1613327211497415,3.232612741296296,session_1,Lee2019-MI,TRCSP + LDA,LeftRightImagery
181,0.1478381061301269,5.332885729629631,session_1,Lee2019-MI,FgMDM,LeftRightImagery
182,0.1215131903061612,5.092535155740741,session_1,Lee2019-MI,LogVar + LDA,LeftRightImagery
183,0.14453881532585794,2.9172289079629623,session_1,Lee2019-MI,TS + LR,LeftRightImagery
184,0.18825634465577787,2.6853259035185193,session_1,Lee2019-MI,CSP + LDA,LeftRightImagery
185,0.14096935136649869,5.681680170370372,session_1,Lee2019-MI,TS + EL,LeftRightImagery
186,0.13918282476858418,2.729591219444445,session_1,Lee2019-MI,LogVar + SVM,LeftRightImagery
187,0.17003746863777033,2.717653622222223,session_1,Lee2019-MI,FBCSP + SVM,FilterBankMotorImagery
188,0.14810559110975463,555.13409,session_1,Lee2019-MI,ACM + TS + SVM,LeftRightImagery
189,0.15266508975410728,52.48794166666666,session_1,Lee2019-MI,ShallowConvNet,LeftRightImagery
190,0.14498671714384098,17.92122709259259,session_2,Lee2019-MI,EEGTCNet,LeftRightImagery
191,0.16425758485931005,15.203554694444447,session_2,Lee2019-MI,"EEGNet-8,2",LeftRightImagery
192,0.15725546588296568,19.960432685185182,session_2,Lee2019-MI,DeepConvNet,LeftRightImagery
193,0.10904913882117823,39.405819425925934,session_2,Lee2019-MI,EEGNeX,LeftRightImagery
194,0.1311251352616793,20.098290175925925,session_2,Lee2019-MI,EEGITNet,LeftRightImagery
195,0.15961727201458256,4.516724096111112,session_2,Lee2019-MI,DLCSPauto + shLDA,LeftRightImagery
196,0.1414542731254858,2.898606922962963,session_2,Lee2019-MI,MDM,LeftRightImagery
197,0.15034873042610214,8.02383937037037,session_2,Lee2019-MI,CSP + SVM,LeftRightImagery
198,0.12456788961078634,5.002695087037038,session_2,Lee2019-MI,TS + SVM,LeftRightImagery
199,0.1462820293090215,4.492022528148148,session_2,Lee2019-MI,TRCSP + LDA,LeftRightImagery
200,0.12853572304525088,4.730538057407409,session_2,Lee2019-MI,FgMDM,LeftRightImagery
201,0.11932691892547512,7.410388079814815,session_2,Lee2019-MI,LogVar + LDA,LeftRightImagery
202,0.12249447231446588,2.0486440068518514,session_2,Lee2019-MI,TS + LR,LeftRightImagery
203,0.1572713704099296,4.007774489814814,session_2,Lee2019-MI,CSP + LDA,LeftRightImagery
204,0.12146253804423875,3.6752712148148143,session_2,Lee2019-MI,TS + EL,LeftRightImagery
205,0.1373126557608539,6.339626157407406,session_2,Lee2019-MI,LogVar + SVM,LeftRightImagery
206,0.16891260798354418,2.707494562962963,session_2,Lee2019-MI,FBCSP + SVM,FilterBankMotorImagery
207,0.1294838757300463,547.9125485185185,session_2,Lee2019-MI,ACM + TS + SVM,LeftRightImagery
208,0.14807488929425602,51.879530555555554,session_2,Lee2019-MI,ShallowConvNet,LeftRightImagery
209,0.15947706408926302,12.154883428440368,session_0,PhysionetMotorImagery,"EEGNet-8,2",LeftRightImagery
210,0.12740401837929072,13.434462706422018,session_0,PhysionetMotorImagery,EEGTCNet,LeftRightImagery
211,0.11105415552189458,11.497989633027524,session_0,PhysionetMotorImagery,EEGITNet,LeftRightImagery
212,0.10627554528593243,12.679859701834864,session_0,PhysionetMotorImagery,EEGNeX,LeftRightImagery
213,0.15803350716715622,12.345875044954127,session_0,PhysionetMotorImagery,ShallowConvNet,LeftRightImagery
214,0.16770308686826838,9.95131664587156,session_0,PhysionetMotorImagery,DeepConvNet,LeftRightImagery
215,0.19187150478206316,4.225256745229358,session_0,PhysionetMotorImagery,TS + LR,LeftRightImagery
216,0.16868848584838447,3.9828144940366976,session_0,PhysionetMotorImagery,LogVar + SVM,LeftRightImagery
217,0.20034212116227149,6.133613628073395,session_0,PhysionetMotorImagery,TS + EL,LeftRightImagery
218,0.19060980960368604,6.395441841284404,session_0,PhysionetMotorImagery,FgMDM,LeftRightImagery
219,0.1723215718099196,4.659003014128441,session_0,PhysionetMotorImagery,TRCSP + LDA,LeftRightImagery
220,0.19917783470849101,4.376171044495413,session_0,PhysionetMotorImagery,TS + SVM,LeftRightImagery
221,0.14405652528162202,5.312168379816513,session_0,PhysionetMotorImagery,LogVar + LDA,LeftRightImagery
222,0.16785810763087292,4.593253893211009,session_0,PhysionetMotorImagery,MDM,LeftRightImagery
223,0.17366879455141548,4.20135004233945,session_0,PhysionetMotorImagery,CSP + LDA,LeftRightImagery
224,0.17896309830058646,7.022697680733946,session_0,PhysionetMotorImagery,CSP + SVM,LeftRightImagery
225,0.1767853369111741,3.403307553027523,session_0,PhysionetMotorImagery,DLCSPauto + shLDA,LeftRightImagery
226,0.13933439207140363,1.6316544247706424,session_0,PhysionetMotorImagery,FBCSP + SVM,FilterBankMotorImagery
227,0.2123553563549679,178.20004141284403,session_0,PhysionetMotorImagery,ACM + TS + SVM,LeftRightImagery
228,0.18129274075158372,87.55805742857142,session_0,Schirrmeister2017,"EEGNet-8,2",LeftRightImagery
229,0.22331039774483402,261.37860071428577,session_0,Schirrmeister2017,EEGTCNet,LeftRightImagery
230,0.20521358061306758,113.004911,session_0,Schirrmeister2017,EEGITNet,LeftRightImagery
231,0.19374560480830266,341.0711725,session_0,Schirrmeister2017,EEGNeX,LeftRightImagery
232,0.15294497967618703,268.71988714285715,session_0,Schirrmeister2017,ShallowConvNet,LeftRightImagery
233,0.17386552235944785,109.64171142857143,session_0,Schirrmeister2017,DeepConvNet,LeftRightImagery
234,0.13791027146515616,67.09638471428573,session_0,Schirrmeister2017,FgMDM,LeftRightImagery
235,0.13825031588194994,8.187318035714286,session_0,Schirrmeister2017,TS + LR,LeftRightImagery
236,0.13657494656245175,22.148402514285717,session_0,Schirrmeister2017,LogVar + SVM,LeftRightImagery
237,0.2007054187372576,23.252044642857136,session_0,Schirrmeister2017,CSP + SVM,LeftRightImagery
238,0.18425871925360798,10.583879442857144,session_0,Schirrmeister2017,CSP + LDA,LeftRightImagery
239,0.1297868556725828,27.018976428571428,session_0,Schirrmeister2017,TS + EL,LeftRightImagery
240,0.15912842408938505,16.598896885714286,session_0,Schirrmeister2017,TRCSP + LDA,LeftRightImagery
241,0.13481112789592653,11.905010892857145,session_0,Schirrmeister2017,TS + SVM,LeftRightImagery
242,0.1641148308269705,5.6453727,session_0,Schirrmeister2017,MDM,LeftRightImagery
243,0.1376040908208342,10.265415285714287,session_0,Schirrmeister2017,LogVar + LDA,LeftRightImagery
244,0.18479588180750178,10.11432280357143,session_0,Schirrmeister2017,DLCSPauto + shLDA,LeftRightImagery
245,0.17885597102515444,138.46111907142858,session_0,Schirrmeister2017,FBCSP + SVM,FilterBankMotorImagery
246,0.13983315049260905,2579.30565,session_0,Schirrmeister2017,ACM + TS + SVM,LeftRightImagery
247,0.16912378231798456,50.88461541379311,session_0,Shin2017A,"EEGNet-8,2",LeftRightImagery
248,0.1885863298465561,113.06348544827586,session_0,Shin2017A,EEGTCNet,LeftRightImagery
249,0.1449916968388182,50.74072065517241,session_0,Shin2017A,EEGITNet,LeftRightImagery
250,0.17537118779243327,86.27618448275862,session_0,Shin2017A,EEGNeX,LeftRightImagery
251,0.18967084574735266,72.0469066551724,session_0,Shin2017A,ShallowConvNet,LeftRightImagery
252,0.2159512870600162,27.546100586206897,session_0,Shin2017A,DeepConvNet,LeftRightImagery
253,0.24809619936212451,3.828086646551725,session_0,Shin2017A,TS + LR,LeftRightImagery
254,0.21946047778123218,5.750258595172415,session_0,Shin2017A,CSP + LDA,LeftRightImagery
255,0.22499834852082512,6.435426453275862,session_0,Shin2017A,MDM,LeftRightImagery
256,0.2540749933763951,4.742714956206896,session_0,Shin2017A,TS + SVM,LeftRightImagery
257,0.22814716655617262,7.669327752758619,session_0,Shin2017A,LogVar + SVM,LeftRightImagery
258,0.24086151358759067,5.391432659034484,session_0,Shin2017A,DLCSPauto + shLDA,LeftRightImagery
259,0.24066396464019632,8.110464583448275,session_0,Shin2017A,FgMDM,LeftRightImagery
260,0.23758095184619216,5.3313320890344835,session_0,Shin2017A,LogVar + LDA,LeftRightImagery
261,0.2574456062748978,10.145708727586207,session_0,Shin2017A,CSP + SVM,LeftRightImagery
262,0.2327139165243758,6.478352380689654,session_0,Shin2017A,TRCSP + LDA,LeftRightImagery
263,0.2591718265394973,7.06288059586207,session_0,Shin2017A,TS + EL,LeftRightImagery
264,0.2370548585144443,0.2921487220689655,session_0,Shin2017A,FBCSP + SVM,LeftRightImagery
265,0.24367138355355006,222.46980862068966,session_0,Shin2017A,ACM + TS + SVM,LeftRightImagery
266,0.17069836271763933,53.53812562068965,session_2,Shin2017A,"EEGNet-8,2",LeftRightImagery
267,0.14907562980149855,128.83813996551726,session_2,Shin2017A,EEGTCNet,LeftRightImagery
268,0.18918436861165797,47.05010451724138,session_2,Shin2017A,EEGITNet,LeftRightImagery
269,0.17648638338302336,92.10904589655173,session_2,Shin2017A,EEGNeX,LeftRightImagery
270,0.19771284381344334,73.67911772413794,session_2,Shin2017A,ShallowConvNet,LeftRightImagery
271,0.18823922846836108,28.15271420689655,session_2,Shin2017A,DeepConvNet,LeftRightImagery
272,0.22490584633269417,3.635123993793104,session_2,Shin2017A,TS + LR,LeftRightImagery
273,0.2125100543190428,7.012055056551724,session_2,Shin2017A,CSP + LDA,LeftRightImagery
274,0.1933034678368822,6.454827057586208,session_2,Shin2017A,MDM,LeftRightImagery
275,0.24693122468921597,6.756110503793104,session_2,Shin2017A,TS + SVM,LeftRightImagery
276,0.21028829087571482,10.375304132068965,session_2,Shin2017A,LogVar + SVM,LeftRightImagery
277,0.23943800629495263,7.366909645862069,session_2,Shin2017A,DLCSPauto + shLDA,LeftRightImagery
278,0.23322431063791937,14.97998665517241,session_2,Shin2017A,FgMDM,LeftRightImagery
279,0.21510995999032506,9.837314300103447,session_2,Shin2017A,LogVar + LDA,LeftRightImagery
